metric,market_scope,billing_month,occurrences,source_reports,min_value,max_value,absolute_difference
Metered_Quantity_GWh,Luzon_Visayas_Mindanao,2025-11-01,2,2,9451.0,9451.0,0.0
Metered_Quantity_GWh,Luzon_Visayas_Mindanao,2025-12-01,1,1,9141.0,9141.0,0.0
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2022-11-01,1,1,5.3,5.3,0.0
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2022-12-01,2,2,5.3,7.15,1.8500000000000005
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2023-01-01,3,3,5.3,7.15,1.8500000000000005
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2023-02-01,3,3,5.3,7.15,1.8500000000000005
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2023-03-01,3,3,5.3,7.15,1.8500000000000005
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2023-04-01,3,3,5.8,7.15,1.3500000000000005
Mindanao_ESSP_PHP_per_kWh,Luzon_Visayas_Mindanao,2023-05-01,3,3,5.8,5.8,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-04-01,1,1,486.0,486.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-05-01,3,3,550.0,550.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-06-01,5,5,898.0,899.0,1.0
Spot_Quantity_GWh,Luzon_Visayas,2020-07-01,7,7,898.0,899.0,1.0
Spot_Quantity_GWh,Luzon_Visayas,2020-08-01,8,8,709.0,709.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-09-01,9,9,1016.0,1016.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-10-01,9,9,775.0,775.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-11-01,10,10,717.0,717.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2020-12-01,11,11,656.0,656.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-01-01,10,10,579.0,579.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-02-01,9,9,653.0,653.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-03-01,10,10,695.0,695.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-04-01,10,10,524.0,524.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-05-01,10,10,680.0,680.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-06-01,9,9,804.0,804.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-07-01,9,9,652.0,652.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-08-01,9,9,604.0,604.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-09-01,10,10,536.0,536.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-10-01,10,10,543.0,543.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-11-01,10,10,875.0,875.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2021-12-01,10,10,514.0,514.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-01-01,10,10,302.0,302.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-02-01,11,11,616.0,616.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-03-01,11,11,844.0,844.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-04-01,11,11,731.0,731.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-05-01,12,12,830.0,849.0,19.0
Spot_Quantity_GWh,Luzon_Visayas,2022-06-01,12,12,714.0,714.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-07-01,12,12,599.0,599.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-08-01,12,12,1018.0,1018.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-09-01,12,12,889.0,890.0,1.0
Spot_Quantity_GWh,Luzon_Visayas,2022-10-01,11,11,967.0,967.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2022-10-01,1,1,967.0,967.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-11-01,10,10,841.0,842.0,1.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2022-11-01,2,2,842.0,842.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2022-12-01,9,9,929.0,929.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2022-12-01,3,3,929.0,929.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-01-01,8,8,967.0,967.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-01-01,4,4,967.0,967.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-02-01,7,7,1125.0,1125.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-02-01,5,5,1268.0,1268.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-03-01,6,6,1321.0,1321.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-03-01,6,6,1447.0,1447.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-04-01,5,5,1302.0,1302.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-04-01,8,8,1455.0,1455.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-05-01,4,4,1226.0,1227.0,1.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-05-01,9,9,1363.0,1363.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-06-01,3,3,1261.0,1261.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-06-01,10,10,1438.0,1438.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-07-01,2,2,1397.0,1397.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-07-01,11,11,1565.0,1565.0,0.0
Spot_Quantity_GWh,Luzon_Visayas,2023-08-01,1,1,1679.0,1679.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-08-01,12,12,1862.0,1862.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-09-01,13,13,1720.0,1720.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-10-01,13,13,1509.0,1509.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-11-01,13,13,1631.0,1631.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2023-12-01,13,13,1721.0,1721.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-01-01,13,13,1635.0,1636.0,1.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-02-01,13,13,1584.0,1584.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-03-01,14,14,1726.0,1730.0,4.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-04-01,14,14,2396.0,2396.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-05-01,14,14,2682.0,2682.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-06-01,14,14,2424.0,2424.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-07-01,14,14,1926.0,1926.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-08-01,14,14,2140.0,2140.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-09-01,14,14,1980.0,1980.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-10-01,14,14,2157.0,2158.0,1.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-11-01,14,14,2224.0,2224.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2024-12-01,13,13,2054.0,2054.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-01-01,12,12,1846.0,1846.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-02-01,11,11,1784.0,1784.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-03-01,10,10,1746.0,1746.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-04-01,9,9,2293.0,2293.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-05-01,8,8,1981.0,1981.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-06-01,7,7,1887.0,1887.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-07-01,6,6,1258.0,1331.0,73.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-08-01,5,5,1519.0,1519.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-09-01,4,4,1307.0,1307.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-10-01,3,3,1265.0,1265.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-11-01,2,2,1159.0,1159.0,0.0
Spot_Quantity_GWh,Luzon_Visayas_Mindanao,2025-12-01,1,1,1214.0,1214.0,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-03-01,1,1,17.14,17.14,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-04-01,3,3,21.19,21.19,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-05-01,4,4,24.05,24.05,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-06-01,5,5,18.2,18.2,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-07-01,6,6,16.08,16.08,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-08-01,7,7,18.61,18.61,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-09-01,8,8,15.91,15.91,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-10-01,9,9,20.75,20.75,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-11-01,10,10,13.39,13.39,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2023-12-01,11,11,15.07,15.08,0.009999999999999787
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-01-01,12,12,14.44,14.44,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-02-01,13,13,12.41,12.41,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-03-01,14,14,17.03,17.03,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-04-01,14,14,28.05,28.05,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-05-01,14,14,34.71,34.71,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-06-01,14,14,25.88,25.88,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-07-01,14,14,20.21,20.24,0.029999999999997584
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-08-01,14,14,21.69,21.7,0.00999999999999801
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-09-01,14,14,12.92,12.92,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-10-01,14,14,16.15,16.16,0.010000000000001563
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-11-01,14,14,16.18,16.19,0.010000000000001563
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2024-12-01,13,13,12.81,12.81,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-01-01,12,12,9.93,9.93,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-02-01,11,11,8.78,8.78,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-03-01,10,10,17.06,17.76,0.7000000000000028
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-04-01,9,9,17.17,17.18,0.00999999999999801
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-05-01,8,8,13.55,13.55,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-06-01,7,7,12.5,12.5,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-07-01,6,6,10.72,11.08,0.35999999999999943
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-08-01,5,5,15.32,15.32,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-09-01,4,4,8.84,8.84,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-10-01,3,3,14.09,14.09,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-11-01,2,2,13.13,13.13,0.0
Trading_Amount_Billion_PHP,Luzon_Visayas_Mindanao,2025-12-01,1,1,14.2,14.2,0.0
