year_page,report_id,doc_title,report_month,download_url,pdf_path,market_transactions_page,market_scope,billing_month,metric,value,source_report_count,overlap_row_count
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-08-01,Customer_ESSP_PHP_per_kWh,5.94,1,1
2021,3239,May 2021 Market Operations Highlights,2021-05-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/MAY_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_05_3239_May_2021_Market_Operations_Highlights.pdf,11,Luzon_Visayas,2020-05-01,Daily_Average_MQ_GWh,203.0,1,1
2021,3237,July 2021 Market Operations Highlights,2021-07-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/JULY_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_07_3237_July_2021_Market_Operations_Highlights.pdf,10,Luzon_Visayas,2020-06-01,Daily_Average_MQ_GWh,223.0,2,2
2021,3234,August 2021 Market Operations Highlights,2021-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/AUGUST_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_08_3234_August_2021_Market_Operations_Highlights.pdf,10,Luzon_Visayas,2020-07-01,Daily_Average_MQ_GWh,223.0,3,3
2021,3233,September 2021 Market Operations Highlights,2021-09-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/SEPTEMBER_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_09_3233_September_2021_Market_Operations_Highlights.pdf,10,Luzon_Visayas,2020-08-01,Daily_Average_MQ_GWh,209.0,4,4
2021,3232,October 2021 Market Operations Highlights,2021-10-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/OCTOBER_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_10_3232_October_2021_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2020-09-01,Daily_Average_MQ_GWh,223.0,5,5
2021,3232,October 2021 Market Operations Highlights,2021-10-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/OCTOBER_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_10_3232_October_2021_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2020-10-01,Daily_Average_MQ_GWh,214.0,5,5
2021,3230,December 2021 Market Operations Highlights,2021-12-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2021-market-operations-highlights/DECEMBER_2021_MARKET%20OPERATIONS%20HIGHLIGHTS.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2021_2021_12_3230_December_2021_Market_Operations_Highlights.pdf,10,Luzon_Visayas,2020-11-01,Daily_Average_MQ_GWh,202.0,6,6
2022,3258,January 2022 Market Operations Highlights,2022-01-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/January%202022%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_01_3258_January_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2020-12-01,Daily_Average_MQ_GWh,207.0,7,7
2022,3258,January 2022 Market Operations Highlights,2022-01-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/January%202022%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_01_3258_January_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-01-01,Daily_Average_MQ_GWh,193.0,7,7
2022,3258,January 2022 Market Operations Highlights,2022-01-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/January%202022%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_01_3258_January_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-02-01,Daily_Average_MQ_GWh,199.0,7,7
2022,3442,March 2022 Market Operations Highlights,2022-03-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/March%202022%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_03_3442_March_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-03-01,Daily_Average_MQ_GWh,220.0,9,9
2022,3513,April 2022 Market Operations Highlights,2022-04-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/April%202022%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_04_3513_April_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-04-01,Daily_Average_MQ_GWh,220.0,10,10
2022,3636,May 2022 Market Operations Highlights,2022-05-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_05302022_djs_ejdg_v2_.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_05_3636_May_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-05-01,Daily_Average_MQ_GWh,241.0,10,10
2022,3636,May 2022 Market Operations Highlights,2022-05-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_05302022_djs_ejdg_v2_.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_05_3636_May_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-06-01,Daily_Average_MQ_GWh,242.0,9,9
2022,3771,June 2022 Market Operations Highlights,2022-06-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_June2022%20Results.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_06_3771_June_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-07-01,Daily_Average_MQ_GWh,227.0,9,9
2022,3848,July 2022 Market Operations Highlights,2022-07-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_July2022%20Results.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_07_3848_July_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-08-01,Daily_Average_MQ_GWh,225.0,9,9
2022,4058,September 2022 Market Operations Highlights,2022-09-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_Sep2022%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_09_4058_September_2022_Market_Operations_Highlights.pdf,12,Luzon_Visayas,2021-09-01,Daily_Average_MQ_GWh,221.0,10,10
2022,4138,October 2022 Market Operations Highlights,2022-10-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_Oct2022%20Results.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_10_4138_October_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-10-01,Daily_Average_MQ_GWh,226.0,10,10
2022,4138,October 2022 Market Operations Highlights,2022-10-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_Oct2022%20Results.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_10_4138_October_2022_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2021-11-01,Daily_Average_MQ_GWh,231.0,10,10
2022,4228,November 2022 Market Operations Highlights,2022-11-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/MO%20Updates%20for%20Media_Nov2022%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_11_4228_November_2022_Market_Operations_Highlights.pdf,12,Luzon_Visayas,2021-12-01,Daily_Average_MQ_GWh,207.0,10,10
2022,4585,December 2022 Market Operations Highlights,2022-12-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2022-market-operations-highlights/December%202022%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2022_2022_12_4585_December_2022_Market_Operations_Highlights.pdf,6,Luzon_Visayas,2022-01-01,Daily_Average_MQ_GWh,191.0,10,10
2023,4389,January 2023 Market Operations Highlights,2023-01-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media_Jan2023_Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_01_4389_January_2023_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2022-02-01,Daily_Average_MQ_GWh,217.0,11,11
2023,4533,February 2023 Market Operations Highlights,2023-02-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20Feb%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_02_4533_February_2023_Market_Operations_Highlights.pdf,8,Luzon_Visayas,2022-03-01,Daily_Average_MQ_GWh,235.0,11,11
2023,4613,March 2023 Market Operations Highlights,2023-03-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20-%20March%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_03_4613_March_2023_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2022-04-01,Daily_Average_MQ_GWh,233.0,11,11
2023,4699,April 2023 Market Operations Highlights,2023-04-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20April%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_04_4699_April_2023_Market_Operations_Highlights.pdf,9,Luzon_Visayas,2022-05-01,Daily_Average_MQ_GWh,251.0,12,12
2023,4772,May 2023 Market Operations Highlights,2023-05-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media_May%202023%20Results.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_05_4772_May_2023_Market_Operations_Highlights.pdf,8,Luzon_Visayas,2022-06-01,Daily_Average_MQ_GWh,252.0,12,12
2023,4864,June 2023 Market Operations Highlights,2023-06-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media_June%202023%20Results.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_06_4864_June_2023_Market_Operations_Highlights.pdf,6,Luzon_Visayas,2022-07-01,Daily_Average_MQ_GWh,241.0,12,12
2023,4956,July 2023 Market Operations Highlights,2023-07-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20July%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_07_4956_July_2023_Market_Operations_Highlights.pdf,8,Luzon_Visayas,2022-08-01,Daily_Average_MQ_GWh,234.0,12,12
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2022-09-01,Daily_Average_MQ_GWh,238.0,12,12
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2022-10-01,Daily_Average_MQ_GWh,243.0,11,11
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2022-11-01,Daily_Average_MQ_GWh,232.0,10,10
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2022-12-01,Daily_Average_MQ_GWh,227.0,9,9
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-01-01,Daily_Average_MQ_GWh,206.0,8,8
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-02-01,Daily_Average_MQ_GWh,221.0,7,7
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-03-01,Daily_Average_MQ_GWh,228.0,6,6
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-04-01,Daily_Average_MQ_GWh,247.0,5,5
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-05-01,Daily_Average_MQ_GWh,269.0,4,4
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-06-01,Daily_Average_MQ_GWh,259.0,3,3
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-07-01,Daily_Average_MQ_GWh,255.0,2,2
2023,5031,August 2023 Market Operations Highlights,2023-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20August%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_08_5031_August_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas,2023-08-01,Daily_Average_MQ_GWh,255.0,1,1
2023,5174,September 2023 Market Operations Highlights,2023-09-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20Sept%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_09_5174_September_2023_Market_Operations_Highlights.pdf,14,Luzon_Visayas_Mindanao,2022-10-01,Daily_Average_MQ_GWh,243.0,1,1
2023,5403,October 2023 Market Operations Highlights,2023-10-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/October%202023%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_10_5403_October_2023_Market_Operations_Highlights.pdf,13,Luzon_Visayas_Mindanao,2022-11-01,Daily_Average_MQ_GWh,232.0,2,2
2023,5381,November 2023 Market Operations Highlights,2023-11-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20November%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_11_5381_November_2023_Market_Operations_Highlights.pdf,17,Luzon_Visayas_Mindanao,2022-12-01,Daily_Average_MQ_GWh,227.0,3,3
2023,5501,December 2023 Market Operations Highlights,2023-12-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2023-market-operations-highlights/MO%20Updates%20for%20Media%20December%202023%20Result.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2023_2023_12_5501_December_2023_Market_Operations_Highlights.pdf,17,Luzon_Visayas_Mindanao,2023-01-01,Daily_Average_MQ_GWh,206.0,4,4
2024,5518,January 2024 Market Operations Highlights,2024-01-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/January%202024%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_01_5518_January_2024_Market_Operations_Highlights.pdf,13,Luzon_Visayas_Mindanao,2023-02-01,Daily_Average_MQ_GWh,257.0,5,5
2024,5630,February 2024 to 24 March 2024 - Market Operations Highlights,2024-02-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/February%20to%2024%20March%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_02_5630_February_2024_to_24_March_2024_-_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-03-01,Daily_Average_MQ_GWh,266.0,6,6
2024,5847,April 2024 to 19 May 2024 - Market Operations Highlights,2024-04-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/MO%20Highlights%20-%20April%20to%20May%2019.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_04_5847_April_2024_to_19_May_2024_-_Market_Operations_Highlights.pdf,11,Luzon_Visayas_Mindanao,2023-04-01,Daily_Average_MQ_GWh,286.0,8,8
2024,6042,May 2024 Market Operations Highlights,2024-05-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/May%20%202024%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_05_6042_May_2024_Market_Operations_Highlights.pdf,12,Luzon_Visayas_Mindanao,2023-05-01,Daily_Average_MQ_GWh,310.0,9,9
2024,6043,June 2024 Market Operations Highlights,2024-06-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/June%202024%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_06_6043_June_2024_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-06-01,Daily_Average_MQ_GWh,299.0,10,10
2024,6350,July 2024 - Market Operations Highlights,2024-07-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/July%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_07_6350_July_2024_-_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-07-01,Daily_Average_MQ_GWh,294.0,11,11
2024,6351,August 2024 - Market Operations Highlights,2024-08-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/August%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_08_6351_August_2024_-_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-08-01,Daily_Average_MQ_GWh,294.0,12,12
2024,6352,September 2024 - Market Operations Highlights,2024-09-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/September%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_09_6352_September_2024_-_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-09-01,Daily_Average_MQ_GWh,291.0,13,13
2024,6342,October 2024 Market Operations Highlights,2024-10-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/October%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_10_6342_October_2024_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-10-01,Daily_Average_MQ_GWh,297.0,13,13
2024,6485,November 2024 Market Operations Highlights,2024-11-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/November%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_11_6485_November_2024_Market_Operations_Highlights.pdf,10,Luzon_Visayas_Mindanao,2023-11-01,Daily_Average_MQ_GWh,289.0,13,13
2024,6748,December 2024 Market Operations Highlights,2024-12-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2024-market-operations-highlights/December%202024%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2024_2024_12_6748_December_2024_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2023-12-01,Daily_Average_MQ_GWh,285.0,13,13
2025,7108,January 2025 Market Operations Highlights,2025-01-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2025-market-operations-highlights/IEMOP%20-%20January%202025%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2025_2025_01_7108_January_2025_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2024-01-01,Daily_Average_MQ_GWh,273.0,13,13
2025,6856,February 2025 Market Operations Highlights,2025-02-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2025-market-operations-highlights/IEMOP%20-%20February%202025%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2025_2025_02_6856_February_2025_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2024-02-01,Daily_Average_MQ_GWh,284.0,13,13
2025,7007,April 2025 - Market Operations Highlights,2025-04-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2025-market-operations-highlights/IEMOP%20-%20April%202025%20-%20Market%20Operations%20Highlights.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2025_2025_04_7007_April_2025_-_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2024-03-01,Daily_Average_MQ_GWh,293.0,14,14
2025,7110,May 2025 Market Operations Highlights,2025-05-01,https://www.iemop.ph/wp-content/uploads/downloads/reports/2025-market-operations-highlights/IEMOP%20-%20May%202025%20Market%20Operations%20Highlights%20%28v2%29.pdf,/Users/emmettsexton/Documents/GitHub/PHL_electricity_prices/iemop_market_transactions_2021_2025/data/raw_pdfs/2025_2025_05_7110_May_2025_Market_Operations_Highlights.pdf,9,Luzon_Visayas_Mindanao,2024-04-01,Daily_Average_MQ_GWh,320.0,14,14
